complaint_id,raw_text,issue_category,jurisdiction_level,assigned_department,officer_title,priority_level,actual_resolution_hours
BAGA-0351,"Sewer line blocked in Gandhi Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,58.2
BAGA-0352,"Transformer burst in Laxmi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,3.4
BAGA-0353,"Dustbins removed from MG Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,63.2
BAGA-0354,"Footpath broken in Gandhi Nagar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,224.7
BAGA-0355,"Sewer line blocked in Sadar Bazar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,34.5
BAGA-0356,There is no water supply in Ward 28 since 5 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.1
BAGA-0357,"Village Pargaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,98.5
BAGA-0358,Road damaged after monsoon near school,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,256.5
BAGA-0359,"No water in gram panchayat Bhimashankar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,65.7
BAGA-0360,"Power cut in Hadapsar for 4 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.0
BAGA-0361,"Water pressure is very low in MG Road area, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,31.2
BAGA-0362,Streetlight not working on Station Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.7
BAGA-0363,Toilet construction incomplete in Bhimashankar under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,71.8
BAGA-0364,Voltage fluctuation damaging appliances in Hadapsar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.3
BAGA-0365,"Sewer line blocked in Gandhi Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,46.6
BAGA-0366,"Water pressure is very low in Baner, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.9
BAGA-0367,There is no water supply in Ward 20 since 12 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,51.4
BAGA-0368,Dirty contaminated water coming from tap in Kothrud,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,29.4
BAGA-0369,"Power cut in Baner for 10 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.8
BAGA-0370,No speed breakers near school on Mall Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,136.4
BAGA-0371,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,207.5
BAGA-0372,"Water pressure is very low in Laxmi Nagar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.2
BAGA-0373,"Power cut in Laxmi Nagar for 24 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.7
BAGA-0374,"Sewer line blocked in Aundh, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,54.3
BAGA-0375,Anganwadi building in Pargaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,507.4
BAGA-0376,Overhead tank not filling in our colony Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.6
BAGA-0377,"Power cut in MG Road area for 5 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.8
BAGA-0378,Open dumping of waste near bus stand in Baner,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,48.4
BAGA-0379,"Sewer line blocked in Hadapsar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,49.2
BAGA-0380,Overhead tank not filling in our colony Shivaji Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.2
BAGA-0381,Community hall roof collapsed in gram panchayat Junnar,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,508.4
BAGA-0382,Garbage not collected for 5 days in Ward 47,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,45.2
BAGA-0383,Streetlight not working on Civil Lines Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0384,"Huge pothole on Civil Lines Road near market, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,276.1
BAGA-0385,Village road from Junnar to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,480.8
BAGA-0386,"Transformer burst in Shivaji Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.1
BAGA-0387,"Water pressure is very low in Sadar Bazar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,26.0
BAGA-0388,Voltage fluctuation damaging appliances in Aundh,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.5
BAGA-0389,"Transformer burst in Aundh, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.5
BAGA-0390,Road damaged after monsoon near park,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,224.8
BAGA-0391,"Village Pargaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,97.6
BAGA-0392,Road damaged after monsoon near hospital,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,196.2
BAGA-0393,"No water in gram panchayat Shirgaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,52.4
BAGA-0394,"Transformer burst in Shivaji Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.9
BAGA-0395,"Transformer burst in Nehru Colony, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.9
BAGA-0396,"Transformer burst in Baner, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.9
BAGA-0397,No speed breakers near school on Old Mumbai Highway,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,367.5
BAGA-0398,"Sewer line blocked in Gandhi Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,56.1
BAGA-0399,Dirty contaminated water coming from tap in Koregaon Park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,28.3
BAGA-0400,"Dustbins removed from Tilak Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,49.2
BAGA-0401,Overhead tank not filling in our colony MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,26.2
BAGA-0402,Handpump in village Wadgaon not working for 5 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,93.9
BAGA-0403,Village road from Kolegaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,497.8
BAGA-0404,Overhead tank not filling in our colony Sadar Bazar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,39.2
BAGA-0405,There is no water supply in Ward 39 since 24 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,45.7
BAGA-0406,Anganwadi building in Shirgaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,681.3
BAGA-0407,"Water pressure is very low in Koregaon Park, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.1
BAGA-0408,Road damaged after monsoon near park,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,302.7
BAGA-0409,"Water contamination in Bhimashankar, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,77.7
BAGA-0410,"Village Mahuli needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,87.6
BAGA-0411,Garbage not collected for 7 days in Ward 26,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,29.7
BAGA-0412,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,225.7
BAGA-0413,"Transformer burst in Laxmi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.1
BAGA-0414,"Water contamination in Devgad, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,52.4
BAGA-0415,"Bridge near Shirgaon damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,548.6
BAGA-0416,Garbage not collected for 15 days in Ward 41,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,50.1
BAGA-0417,Water pipe burst on Station Road near railway station,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,39.6
BAGA-0418,Water pipe burst on Old Mumbai Highway near government office,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,26.9
BAGA-0419,"Village Devgad needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,53.6
BAGA-0420,"Power cut in Hadapsar for 4 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.0
BAGA-0421,Water pipe burst on NH-48 near railway station,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.1
BAGA-0422,"No water in gram panchayat Junnar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,78.0
BAGA-0423,Village road from Rajgurunagar to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,399.8
BAGA-0424,Electric pole fallen on road near school in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.2
BAGA-0425,Voltage fluctuation damaging appliances in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.8
BAGA-0426,"Village Ambegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,100.7
BAGA-0427,"Huge pothole on Civil Lines Road near college, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,200.7
BAGA-0428,Toilet construction incomplete in Mahuli under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,79.9
BAGA-0429,Voltage fluctuation damaging appliances in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.6
BAGA-0430,Village road from Shirgaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,595.7
BAGA-0431,Community hall roof collapsed in gram panchayat Pargaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,499.2
BAGA-0432,Toilet construction incomplete in Shirgaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,95.4
BAGA-0433,"Dustbins removed from NH-48, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,57.8
BAGA-0434,"Water pressure is very low in Aundh, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.8
BAGA-0435,"School building in Junnar is dangerous, walls cracking",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,580.2
BAGA-0436,"Transformer burst in Koregaon Park, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.6
BAGA-0437,Streetlight not working on GT Road for 2 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.3
BAGA-0438,Streetlight not working on Ring Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.8
BAGA-0439,"Sewer line blocked in Shivaji Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,31.1
BAGA-0440,Water pipe burst on Station Road near petrol pump,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,39.0
BAGA-0441,There is no water supply in Ward 24 since 10 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,29.7
BAGA-0442,"Transformer burst in Koregaon Park, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.6
BAGA-0443,Dirty contaminated water coming from tap in Kothrud,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.5
BAGA-0444,"Power cut in Baner for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.1
BAGA-0445,Open dumping of waste near railway station in Kothrud,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,58.4
BAGA-0446,"No water in gram panchayat Rajgurunagar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,89.1
BAGA-0447,"Dustbins removed from Old Mumbai Highway, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,56.6
BAGA-0448,"Power cut in Aundh for 2 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0449,Electric pole fallen on road near school in Kothrud,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.4
BAGA-0450,"Huge pothole on Ring Road near railway station, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,231.2
BAGA-0451,"Village Bhimashankar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,100.6
BAGA-0452,Electric pole fallen on road near petrol pump in Hadapsar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.6
BAGA-0453,Streetlight not working on GT Road for 5 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.6
BAGA-0454,"Transformer burst in Hadapsar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.5
BAGA-0455,"Drain overflowing on Civil Lines Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,44.4
BAGA-0456,"Drain overflowing on Ring Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,38.3
BAGA-0457,Open dumping of waste near school in Laxmi Nagar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,24.8
BAGA-0458,"Bridge near Wadgaon damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,431.3
BAGA-0459,"Drain overflowing on Mall Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,46.0
BAGA-0460,"Power cut in Nehru Colony for 2 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.3
BAGA-0461,"Transformer burst in Aundh, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,12.6
BAGA-0462,There is no water supply in Ward 6 since 8 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.0
BAGA-0463,"Power cut in Nehru Colony for 10 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.3
BAGA-0464,Handpump in village Mahuli not working for 5 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,113.2
BAGA-0465,Open dumping of waste near bus stand in Nehru Colony,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,41.8
BAGA-0466,Dirty contaminated water coming from tap in Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.4
BAGA-0467,Electric pole fallen on road near school in Baner,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.0
BAGA-0468,Electric pole fallen on road near government office in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.7
BAGA-0469,Electric pole fallen on road near bus stand in Kothrud,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.3
BAGA-0470,Streetlight not working on Civil Lines Road for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.7
BAGA-0471,Village road from Ambegaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,570.9
BAGA-0472,"Dustbins removed from GT Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,43.5
BAGA-0473,Open dumping of waste near market in Laxmi Nagar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,76.3
BAGA-0474,"No water in gram panchayat Junnar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,100.9
BAGA-0475,There is no water supply in Ward 34 since 12 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,33.8
BAGA-0476,Dirty contaminated water coming from tap in Laxmi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,39.5
BAGA-0477,"Power cut in Koregaon Park for 24 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.1
BAGA-0478,Handpump in village Bhimashankar not working for 5 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,103.5
BAGA-0479,Water pipe burst on Mall Road near park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,25.5
BAGA-0480,"Dustbins removed from Old Mumbai Highway, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,32.9
BAGA-0481,Streetlight not working on NH-48 for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.3
BAGA-0482,"Dustbins removed from FC Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,47.9
BAGA-0483,Anganwadi building in Mahuli needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,226.7
BAGA-0484,"Village Kolegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,68.3
BAGA-0485,Streetlight not working on MG Road for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.6
BAGA-0486,"Water contamination in Ambegaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,63.6
BAGA-0487,"Dustbins removed from Old Mumbai Highway, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,50.9
BAGA-0488,Village road from Bhimashankar to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,567.5
BAGA-0489,"Transformer burst in Hadapsar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.8
BAGA-0490,"Power cut in Gandhi Nagar for 2 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.4
BAGA-0491,Anganwadi building in Ambegaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,630.8
BAGA-0492,Streetlight not working on Old Mumbai Highway for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.1
BAGA-0493,Water pipe burst on GT Road near bus stand,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,33.8
BAGA-0494,Voltage fluctuation damaging appliances in Nehru Colony,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.3
BAGA-0495,Dirty contaminated water coming from tap in Hadapsar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.5
BAGA-0496,"Village Junnar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,91.2
BAGA-0497,Water pipe burst on MG Road near temple,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,40.9
BAGA-0498,Streetlight not working on MG Road for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.0
BAGA-0499,Community hall roof collapsed in gram panchayat Wadgaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,607.8
BAGA-0500,Toilet construction incomplete in Kolegaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,59.7
BAGA-0501,Electric pole fallen on road near petrol pump in Koregaon Park,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0502,"Water contamination in Kolegaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,76.8
BAGA-0503,"Power cut in Sadar Bazar for 6 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.4
BAGA-0504,"Power cut in Hadapsar for 8 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.1
BAGA-0505,Overhead tank not filling in our colony Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.1
BAGA-0506,"Water pressure is very low in Baner, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.5
BAGA-0507,"Dustbins removed from Ring Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,43.6
BAGA-0508,"Water contamination in Wadgaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,87.1
BAGA-0509,"Drain overflowing on FC Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,42.2
BAGA-0510,"Transformer burst in Koregaon Park, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.3
BAGA-0511,Streetlight not working on Civil Lines Road for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.7
BAGA-0512,"Water pressure is very low in MG Road area, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.8
BAGA-0513,"Water pressure is very low in Aundh, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.2
BAGA-0514,"Transformer burst in Hadapsar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,3.9
BAGA-0515,Village road from Wadgaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,386.9
BAGA-0516,"Power cut in MG Road area for 24 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.2
BAGA-0517,"Huge pothole on MG Road near school, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,205.0
BAGA-0518,Electric pole fallen on road near market in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.6
BAGA-0519,Village road from Wadgaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,641.0
BAGA-0520,"Drain overflowing on Old Mumbai Highway, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,63.7
BAGA-0521,"Power cut in Nehru Colony for 5 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.6
BAGA-0522,Voltage fluctuation damaging appliances in Kothrud,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.7
BAGA-0523,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,205.1
